Time_(sec)	Note	Note_idx
56.86	Si4b2	97
57.13	Re5	98
57.42	Do5	99
57.81	Si4b2	100
58.29	La4	101
60.33	Sol4	102
60.81	La4	103
61.72	La4	104
62.26	La4	105
63.18	Sol5	106
63.48	Fa5#4	107
63.74	Sol5	108
64.16	Mi5	109
65.54	Re5	110
65.71	Do5	111
65.89	Re5	112
66.87	Mi5	113
67.07	Re5	114
67.29	Mi5	115
67.52	Re5	116
67.83	Re5	117
68.31	Do5	118
69.18	Si4b2	119
69.65	La4	120
70.11	Sol4	121
70.70	Fa5	122
71.05	Mi5	123
71.23	Re5	124
71.56	Re5	125
72.96	Do5	126
73.41	Re5	127
73.93	Mi5	128
74.86	Re5	129
75.07	Do5	130
75.24	Do5	131
76.72	Si4b2	132
77.65	Re5	133
78.68	Do5	134
78.94	Si4b2	135
79.19	Si4b2	136
80.48	La4	137
81.35	Do5	138
82.32	Si4b2	139
82.57	La4	140
82.87	La4	141
83.70	Re5	142
83.93	Do5	143
84.14	Re5	144
84.73	La4	145
86.46	Mi5	146
86.87	Fa5	147
87.36	Mi5	148
87.86	Re5	149
88.29	Do5	150
88.71	Si4b2	151
89.26	La4	152
90.27	Sol4	153
91.27	La4	154
92.17	La4	155
92.59	Sol5	156
93.07	Fa5#3	157
93.53	Sol5	158
94.63	Mi5	159
94.88	Fa5#2	160
95.06	Mi5	161
95.49	Fa5#2	162
96.41	Re5	163
97.36	Mi5	164
97.87	Fa5#2	165
98.73	Sol5	166
99.72	La5	167
99.94	Sol5	168
100.17	La5	169
100.35	Si5	170
100.63	La5	171
101.08	Sol5	172
101.43	Fa5#3	173
102.27	Mi5	174
102.45	Fa5#3	175
102.91	Sol5	176
103.32	La5	177
104.80	Si5	178
105.25	Sol5	179
106.69	La5	180
107.15	Sol5	181
107.68	Fa5#3	182
107.86	Mi5	183
108.04	Fa5#3	184
108.52	Sol5	185
109.16	Fa5#1	186
109.79	Mi5	187
110.07	Re5	188
110.41	Mi5	189
110.93	Re5	190
111.79	Do6	191
112.25	Si5b2	192
112.73	La5	193
113.72	Sol5	194
114.20	Fa5#3	195
114.64	Si5b1	196
115.10	Sol5	197
116.01	Fa5#3	198
116.39	Fa5#3	199
116.95	Mi5	200
117.13	Sol5	201
117.30	Fa5#3	202
117.90	Mi5	203
118.35	Mi5	204
119.72	La5	205
120.23	Mi5	206
121.64	Re5	207
122.17	Mi5	208
122.81	Re5	209
123.10	Do5	210
123.55	Re5	211
124.00	Re5	212
124.72	Do5	213
124.90	Si4b2	214
125.46	Do5	215
125.82	Si4b2	216
126.29	Do5	217
126.76	Re5	218
127.21	Re5	219
127.39	Do5	220
127.57	Do5	221
129.01	Re5	222
129.53	Mi5	223
130.87	Fa5#3	224
131.40	Sol5	225
132.34	Fa5#1	226
132.80	Mi5	227
133.25	Re5	228
133.92	Do5#4	229
134.17	Si4	230
134.65	Do5#4	231
135.06	Re5	232
135.48	Mi5	233
135.97	Fa5#3	234
136.43	Sol5	235
136.81	La5	236
137.85	Sol5	237
138.31	Fa5#2	238
138.80	Mi5	239
139.23	Re5	240
139.73	Do5	241
140.21	Si4b2	242
140.66	La4	243
142.04	Sol5	244
142.50	Mi5	245
143.93	Do5	246
144.42	Re5	247
145.73	Si4b2	248
146.26	Do5	249
146.71	Si4b2	250
146.94	Re5	251
147.17	Do5	252
147.52	Si4b2	253
148.06	La4	254
149.99	Sol4	255
150.46	La4	256
151.38	La4	257
151.96	La4	258
152.85	Sol5	259
153.24	Fa5#4	260
153.48	Sol5	261
153.82	Mi5	262
155.21	Re5	263
155.42	Do5	264
155.67	Re5	265
156.57	Mi5	266
156.73	Re5	267
156.99	Mi5	268
157.14	Re5	269
157.49	Re5	270
157.93	Do5	271
158.87	Si4b2	272
159.28	La4	273
159.78	Sol4	274
160.27	Fa5	275
160.75	Mi5	276
160.93	Re5	277
161.24	Re5	278
162.58	Do5	279
163.07	Re5	280
163.51	Mi5	281
164.48	Re5	282
164.66	Do5	283
164.84	Do5	284
166.33	Si4b2	285
167.40	Re5	286
168.23	Do5	287
168.45	Si4b2	288
168.79	Si4b2	289
170.16	La4	290
171.08	Do5	291
172.07	Si4b2	292
172.25	La4	293
172.57	La4	294
173.44	Re5	295
173.74	Do5	296
174.00	Re5	297
174.38	La4	298
176.29	Fa5#4	299
176.77	Sol5	300
177.13	La5	301
177.93	Sol5	302
178.11	Fa5#4	303
178.58	Sol5	304
179.05	La5	305
180.02	Sol5	306
180.98	La5	307
181.91	La5	308
182.20	Sol5	309
182.45	La5	310
182.63	Si5b1	311
182.81	La5	312
183.30	Sol5	313
183.73	Fa5#3	314
184.20	Mi5	315
184.38	Re5	316
184.74	Fa5#3	317
185.10	Sol5	318
185.59	La5	319
187.13	Si5b2	320
187.48	Do6	321
187.96	Re6	322
188.49	Do6	323
188.85	Si5b2	324
189.31	La5	325
189.83	Sol5	326
190.32	Re6	327
190.78	Do6	328
191.14	Mi6	329
191.67	Do6	330
192.56	Si5b2	331
193.04	La5	332
193.65	Sol5	333
193.98	La5	334
194.34	Si5b2	335
194.87	Re6	336
195.38	Do6	337
196.27	Si5b2	338
196.80	Si5b2	339
197.46	La5	340
197.64	Sol5	341
198.07	La5	342
198.55	Sol5	343
199.54	Do6	344
199.95	Si5b2	345
200.46	Do6	346
200.84	Re6	347
201.85	Do6	348
202.03	Si5b2	349
202.31	La5	350
202.57	Si5b2	351
202.77	Do6	352
203.71	Si5b2	353
203.93	La5	354
204.14	La5	355
206.93	Re6	356
207.26	Do6	357
207.54	Re6	358
207.90	La5	359
209.92	Si5b5	360
211.74	Si5b5	361
212.02	La5	362
212.29	Si5b5	363
212.46	Do6	364
212.74	La5	365
213.15	Sol5	366
213.55	Fa5#4	367
214.39	Mi5b3	368
214.57	Re5	369
214.95	Mi5b3	370
215.43	Fa5#4	371
216.52	Mi5b3	372
216.90	Re5	373
217.29	La5	374
218.30	Sol5	375
218.71	Fa5#4	376
219.20	Fa5#4	377
219.67	Mi5b3	378
219.85	Fa5#4	379
220.16	Mi5b3	380
220.61	Re5	381
221.01	Re5	382
222.57	Fa5	383
222.92	Mi5	384
223.46	Re5	385
223.84	Do5	386
224.89	Re5	387
225.34	Mi5	388
225.78	Fa5#3	389
226.38	Sol5	390
226.76	La5	391
227.67	Sol5	392
228.11	Fa5	393
228.57	Mi5	394
228.97	Re5	395
229.52	Do5	396
229.97	Si4b2	397
230.44	La4	398
231.92	Sol5	399
232.44	Mi5	400
233.74	Do5	401
234.22	Re5	402
235.66	Si4b2	403
236.13	Do5	404
236.48	Si4b2	405
236.71	Re5	406
237.04	Do5	407
237.45	Si4b2	408
237.89	La4	409
239.85	Sol4	410
240.36	La4	411
241.26	La4	412
241.78	La4	413
242.72	Sol5	414
243.06	Fa5#4	415
243.38	Sol5	416
243.64	Mi5	417
245.08	Re5	418
245.32	Do5	419
245.57	Re5	420
246.40	Mi5	421
246.56	Re5	422
246.85	Mi5	423
247.07	Re5	424
247.37	Re5	425
247.87	Do5	426
248.79	Si4b2	427
249.25	La4	428
249.73	Sol4	429
250.23	Fa5	430
250.67	Mi5	431
250.85	Re5	432
251.15	Re5	433
252.49	Do5	434
252.98	Re5	435
253.47	Mi5	436
254.43	Re5	437
254.61	Do5	438
254.79	Do5	439
256.30	Si4b2	440
257.20	Re5	441
258.14	Do5	442
258.38	Si4b2	443
258.58	Si4b2	444
259.96	La4	445
260.95	Do5	446
261.92	Si4b2	447
262.09	La4	448
262.40	La4	449
263.29	Re5	450
263.58	Do5	451
263.82	Re5	452
264.26	La4	453
266.08	Mi5	454
266.51	Fa5	455
266.96	Mi5	456
267.48	Re5	457
267.96	Do5	458
268.40	Si4b2	459
268.88	La4	460
269.83	Sol4	461
270.73	La4	462
272.27	Re5	463
272.73	Do5	464
273.19	Si4b2	465
273.59	La4	466
274.23	Sol4	467
274.51	Fa4#4	468
274.97	Sol4	469
275.52	La4	470
276.86	Si4b2	471
277.35	Do5	472
278.90	Re5b4	473
279.38	Do5	474
279.76	Re5b4	475
280.04	Mi5	476
280.30	Re5b4	477
280.68	Do5	478
281.16	Do5	479
281.50	Si4b2	480
281.78	La4	481
282.12	Si4b2	482
282.50	Do5	483
283.04	Si4b2	484
283.69	La4	485
283.95	Sol4	486
284.46	La4	487
284.99	Si4b2	488
286.38	La4	489
286.79	Do5	490
288.17	Si4b2	491
288.67	Re5b4	492
289.53	Do5	493
290.09	Si4b2	494
290.47	La4	495
291.18	Sol4	496
291.46	Fa4#3	497
291.82	Sol4	498
292.38	La4	499
293.36	Sol4	500
293.75	Fa4#3	501
294.29	Re5b4	502
294.71	Do5	503
295.12	Si4b2	504
295.67	La4	505
296.23	La4	506
296.59	Sol4	507
296.77	La4	508
297.05	Sol4	509
297.51	Fa4#3	510
298.04	Fa4#3	511
299.41	Do5#4	512
299.82	Re5	513
301.29	Mi5	514
301.74	Re5	515
302.48	Do5#4	516
302.73	Si4	517
303.17	Do5#4	518
303.57	Re5	519
304.05	Mi5	520
304.41	Do5#4	521
304.89	Re5	522
305.48	Mi5	523
305.93	Fa5#4	524
306.39	Re5	525
306.84	Mi5	526
307.30	Fa5#4	527
308.70	Sol5	528
309.13	Fa5#3	529
309.60	Sol5	530
310.05	Fa5#3	531
310.58	Mi5	532
311.04	Re5	533
311.70	Do5	534
311.95	Do5	535
312.31	Re5	536
312.86	Do5	537
313.25	Re5	538
313.78	Do5	539
314.18	Si4b2	540
314.62	Re5	541
315.17	Mi5	542
315.63	Fa5#3	543
316.09	Sol5	544
316.55	La5	545
317.41	Sol5	546
317.88	Fa5#2	547
318.38	Mi5	548
318.86	Re5	549
319.34	Do5	550
319.75	Si4b2	551
320.27	La4	552
321.67	Sol5	553
322.13	Mi5	554
323.55	Do5	555
324.06	Re5	556
325.35	Si4b2	557
325.82	Do5	558
326.29	Si4b2	559
326.55	Re5	560
326.93	Do5	561
327.34	Si4b2	562
327.73	La4	563
329.57	Sol4	564
330.04	La4	565
331.12	La4	566
331.59	La4	567
332.49	Sol5	568
332.85	Fa5#4	569
333.09	Sol5	570
333.48	Mi5	571
334.80	Re5	572
335.05	Do5	573
335.23	Re5	574
336.13	Mi5	575
336.39	Re5	576
336.61	Mi5	577
336.77	Re5	578
337.13	Re5	579
337.50	Do5	580
338.56	Si4b2	581
339.02	La4	582
339.47	Sol4	583
339.90	Fa5	584
340.39	Mi5	585
340.66	Re5	586
340.95	Re5	587
342.32	Do5	588
342.67	Re5	589
343.23	Mi5	590
344.14	Re5	591
344.32	Do5	592
344.58	Do5	593
346.13	Si4b2	594
347.06	Re5	595
348.00	Do5	596
348.18	Si4b2	597
348.51	Si4b2	598
349.86	La4	599
350.84	Do5	600
351.79	Si4b2	601
352.01	La4	602
352.32	La4	603
353.28	Re5	604
353.74	Do5	605
353.98	Re5	606
354.27	La4	607
356.50	Mi5	608
357.03	Fa5	609
357.78	Mi5	610
358.23	Re5	611
358.80	Do5	612
359.56	Si4b2	613
360.24	La4	614
