Time_(sec)	Note	Note_idx
134.65	Fa5#2	238
135.14	Mi5	239
135.49	Re5	240
135.95	Do5	241
136.37	Si4b2	242
136.89	La4	243
138.29	Sol5	244
138.81	Mi5	245
140.03	Do5	246
140.48	Re5	247
141.95	Si4b2	248
142.35	Do5	249
142.81	Si4b2	250
143.04	Re5	251
143.34	Do5	252
143.67	Si4b2	253
144.12	La4	254
146.01	Sol4	255
146.34	La4	256
148.69	Sol5	259
149.17	Fa5#4	260
149.35	Sol5	261
149.68	Mi5	262
150.96	Re5	263
151.14	Do5	264
151.42	Re5	265
152.37	Mi5	266
152.63	Re5	267
152.95	Mi5	268
153.24	Re5	269
153.50	Re5	270
153.66	Do5	271
154.60	Si4b2	272
155.09	La4	273
155.51	Sol4	274
156.01	Fa5	275
156.48	Mi5	276
156.65	Re5	277
157.00	Re5	278
158.23	Do5	279
158.74	Re5	280
159.22	Mi5	281
160.11	Re5	282
160.26	Do5	283
160.55	Do5	284
161.93	Si4b2	285
162.99	Re5	286
163.79	Do5	287
163.99	Si4b2	288
164.27	Si4b2	289
165.64	La4	290
166.71	Do5	291
167.74	Si4b2	292
167.95	La4	293
168.23	La4	294
169.24	Re5	295
169.53	Do5	296
169.74	Re5	297
170.43	La4	298
172.61	Fa5#4	299
173.03	Sol5	300
173.66	La5	301
174.11	Sol5	302
174.67	Fa5#4	303
175.19	Sol5	304
175.76	La5	305
