Time_(sec)	Note	Note_idx
262.45	Re5	593
264.10	Re5	594
265.16	Mi5b1	595
265.52	Fa5#4	596
266.58	La5	597
266.99	Sol5	598
268.85	Fa5#4	600
269.14	Fa5#4	601
269.56	Mi5b2	602
269.90	Re5	603
270.11	Mi5b2	604
270.32	Fa5#4	605
270.96	Mi5b2	606
271.09	Re5	607
271.39	Re5	608
272.81	Sol5	609
273.62	Fa5#4	610
273.86	La5	611
274.25	Sol5	612
274.76	Fa5	613
274.98	Mi5b1	614
275.76	Fa5	615
276.44	Mi5b1	616
276.89	Sol5	617
277.30	Fa5	618
277.75	Mi5b1	619
277.92	Re5	620
278.60	La5	621
279.04	Sol5	622
279.36	Sol5	623
279.75	Fa5	624
280.16	Fa5	625
280.46	Mi5b1	626
280.84	Mi5b1	627
281.17	Re5	628
281.51	Re5	629
281.72	Do5	630
281.92	Re5	631
282.06	Mi5b1	632
282.26	Re5	633
282.56	Do5	634
282.92	Si4b1	635
283.33	La4#4	636
283.63	Si4b1	637
284.45	Mi5b1	638
284.83	Re5	639
285.15	Do5	640
285.51	Si4b1	641
285.83	La4#4	642
286.99	Sol4	643
287.35	Si4b1	644
287.72	Do5	645
288.11	Re5	646
288.42	Mi5b1	647
288.84	Re5	648
289.37	Do5	649
289.52	Si4b1	650
289.95	Re5	651
290.24	Do5	652
290.83	Si4b1	653
290.99	La4#4	654
291.33	Do5	655
291.75	Si4b1	656
293.74	Do5	658
294.05	Si4b1	659
294.47	Do5	660
294.74	Re5	661
296.33	Mi5b2	662
297.13	Re5	663
297.45	Mi5b2	664
297.92	Fa5#4	665
298.55	Mi5b2	666
298.95	Re5	667
299.33	Re5	668
299.63	Mi5b2	669
300.01	Fa5#4	670
300.36	Sol5	671
300.77	La5	672
301.17	Sol5	673
301.53	Sol5	674
301.85	Fa5#4	675
302.22	Sol5	676
303.34	La5	677
303.76	Fa5#4	678
304.24	Mi5b2	679
304.45	Re5	680
305.17	Sol5	681
305.62	Fa5#4	682
305.91	Fa5#4	683
306.29	Mi5b2	684
306.69	Mi5b2	685
307.00	Re5	686
307.37	Re5	687
307.72	Do5	688
308.11	Re5	689
308.45	Mi5b2	690
308.84	Fa5#4	691
309.16	Sol5	692
309.55	Sol5	693
309.89	Fa5#4	694
310.31	Fa5#4	695
310.65	Mi5b2	696
310.95	Re5	697
311.15	Mi5b2	698
311.38	Fa5#4	699
312.07	Mi5b2	700
312.20	Re5	701
312.39	Re5	702
314.32	Mi5b1	704
314.69	Re5	705
315.07	Mi5b1	706
315.45	Fa5#4	707
315.71	La5	708
316.08	Sol5	709
316.49	Fa5#4	710
316.76	Fa5#4	711
317.00	Mi5b1	712
317.15	Fa5#4	713
317.33	Sol5	714
317.54	Fa5#4	715
317.91	Mi5b1	716
318.25	Re5	717
319.84	Do6	718
320.13	Do6	719
320.36	Si5b5	720
320.76	La5	721
321.01	La5	722
321.42	Sol5	723
321.84	Fa5	724
322.06	Mi5b1	725
322.52	Re5	726
322.92	Mi5b1	727
323.05	Fa5	728
323.24	Mi5b1	729
323.65	Re5	730
324.04	Re5	731
324.47	Do5	732
324.67	Si4b1	733
325.46	Mi5b1	734
326.05	Re5	735
326.28	Do5	736
326.68	Mi5b1	737
327.13	Re5	738
327.65	Do5	739
327.86	Si4b1	740
328.27	Re5	741
328.67	Do5	742
329.37	Si4b1	743
329.60	La4#4	744
329.99	Si4b1	745
330.41	La4#4	746
330.92	Si4b1	747
331.34	Do5	748
331.65	Re5	749
331.83	Do5	750
331.99	Si4b1	751
332.20	Si4b1	752
